date,datetime,desc,img,link,media,title
"Jan 16, 2020",2020-01-16,"Second, Pfizer's top-selling pain medication, Lyrica, officially began facing generic competition in the middle of 2019. Unsurprisingly, its sales plummeted during ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2020/01/16/why-pfizer-stock-fell-102-in-2019.aspx,Motley Fool,Why Pfizer Stock Fell 10.2% in 2019
"Jan 9, 2020",2020-01-09,"Under the terms of the deal, Pfizer will pay Effector $15 million up front. Effector will be eligible for a possible $492 million in research-and-development funds, ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.biospace.com/article/pfizer-and-effector-partner-on-cancer-targets-in-the-translatome/,BioSpace,Pfizer and eFFECTOR Ink $507 Million Cancer Deal
"Jan 13, 2020",2020-01-13,"for Pfizer's Reboxetine Clinical and Nonclinical Data and for New Phase 3 Esreboxetine Product Candidate. Email Print Friendly Share. January 13, 2020 06:00 ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.globenewswire.com/news-release/2020/01/13/1969353/0/en/Axsome-Therapeutics-Enters-into-Exclusive-License-Agreement-with-Pfizer-Inc-for-Pfizer-s-Reboxetine-Clinical-and-Nonclinical-Data-and-for-New-Phase-3-Esreboxetine-Product-Candidate.html,,Axsome Therapeutics Enters into Exclusive License ...
"Jan 14, 2020",2020-01-14,"Tuesday, 14th of January, 2020 (8:00 AM New York) - Insilico Medicine is pleased to announce that it has entered into a research collaboration with Pfizer Inc.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.eurekalert.org/pub_releases/2020-01/im-icw011320.php,EurekAlert,Insilico collaborates with Pfizer on novel data and AI system ...
"Jan 16, 2020",2020-01-16,Pfizer's Chief Executive Officer Albert Bourla yesterday said he expected Glaxo to pursue an IPO in three to four years. “This is the time that we will be able to exit ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.bloomberg.com/news/articles/2020-01-16/glaxo-says-no-plans-to-ipo-consumer-joint-venture-with-pfizer,Bloomberg,"Glaxo, Pfizer Executives Out of Step on Consumer Unit’s Future"
"Jan 29, 2020",2020-01-29,"The Pfizer-partnered antisense oligonucleotide cut triglyceride levels in people with hypertriglyceridemia,Type 2 diabetes and non-alcoholic fatty liver disease ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercebiotech.com/biotech/akcea-pfizer-hit-midphase-goal-but-data-raise-doubts-about-chances-nafld-diabetes,FierceBiotech,"Akcea, Pfizer hit midphase goal, but data raise doubts about ..."
"Jan 28, 2020",2020-01-28,"Pfizer's stock falls after profit misses expectations, while revenue was in line. Published: Jan. 28, 2020 at 7:05 a.m. ET. By. Tomi Kilgore.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.marketwatch.com/story/pfizers-stock-falls-after-profit-misses-expectations-while-revenue-was-in-line-2020-01-28,MarketWatch,"Pfizer's stock falls after profit misses expectations, while revenue was in line"
"Jan 31, 2020",2020-01-31,"If approved, RUXIENCE would become Pfizer's fifth oncology biosimilar to receive regulatory approval in Europe.” The regulatory submission is supported by a ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.businesswire.com/news/home/20200131005312/en/Pfizer-Receives-Positive-CHMP-Opinion-for-Oncology-Biosimilar-RUXIENCE%E2%84%A2-rituximab,,Pfizer Receives Positive CHMP Opinion for Oncology ...
"Jan 12, 2020",2020-01-12,"Zymeworks' HER2-targeted bispecific antibody ZW25 is being evaluated in combination with Pfizer's Ibrance® (palbociclib), an oral CDK4/6 inhibitor, and the ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.businesswire.com/news/home/20200112005029/en/Zymeworks-Announces-Agreement-with-Pfizer-and-Initiation-of-a-New-Phase-2-Trial-Evaluating-ZW25-in-Combination-with-Ibrance%C2%AE-palbociclib,Business Wire,Zymeworks Announces Agreement with Pfizer and Initiation of ...
"Jan 28, 2020",2020-01-28,"The most significant anchor on Pfizer's revenues was its Upjohn segment, which fell from $3.1 billion in Q4 2018 to $2.1 billion in Q4 2019, a 32% decline.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.healthleadersmedia.com/finance/pfizer-revenues-slide-end-2019,HealthLeaders Media,Pfizer Revenues Slide to End 2019
"Jan 23, 2020",2020-01-23,Pfizer's Greenstone and Digital Men's Health Clinic Roman Collaborate to Offer Patients Remote Access to the Only FDA-Approved Authorized Generic Version of ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.biospace.com/article/releases/pfizer-s-greenstone-and-digital-men-s-health-clinic-roman-collaborate-to-offer-patients-remote-access-to-the-only-fda-approved-authorized-generic-version-of-viagra-sildenafil-citrate-/,,Pfizer's Greenstone and Digital Men's Health Clinic Roman Collaborate to Offer Patients Remote Access to the Only FDA-Approved Authorized Generic Version of Viagra® (sildenafil citrate)
"Jan 2, 2020",2020-01-02,A proposed class action filed Thursday in Manhattan federal court accused Pfizer Inc. of misleading consumers about the health risks associated with the ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.law.com/newyorklawjournal/2020/01/02/pfizer-sued-over-zantac-ingredient-plaintiffs-call-unfit-for-human-consumption/,Law.com,Pfizer Sued Over Zantac Ingredient Plaintiffs Call 'Unfit for ...
"Jan 9, 2020",2020-01-09,A federal appeals court Thursday upheld a patent ruling that allowed healthcare company Fresenius Kabi to launch a generic version of Pfizer Inc's sedative ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.reuters.com/article/ip-patent-pfizer/fed-circuit-rules-against-pfizer-in-sedative-patent-dispute-idUSL1N29E21B,Reuters,Fed Circuit rules against Pfizer in sedative patent dispute
"Jan 14, 2020",2020-01-14,"Is Pfizer's Stock a Buy? The healthcare giant is coming off a poor performance in 2019, where its share price fell 10%.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2020/01/14/is-pfizers-stock-a-buy.aspx,Motley Fool,Is Pfizer's Stock a Buy?
"Jan 23, 2020",2020-01-23,"Pfizer will become the first manufacturer to launch 3 oncology monoclonal antibody biosimilar treatments in the US market, according to a company press ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.pharmacytimes.com/news/pfizer-introduces-three-new-oncology-biosimilars-to-us-market,Pharmacy Times,Pfizer Introduces Three New Oncology Biosimilars to US Market
"Jan 28, 2020",2020-01-28,"Drugmaker posts quarterly loss, but its overhaul to become a faster-growing company makes progress. Sales in Pfizer's Upjohn unit, which includes Lyrica and ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.wsj.com/articles/pfizer-sales-fall-on-loss-of-drug-exclusivity-11580215096,Wall Street Journal,Pfizer’s New Drugs Surge as Strategy Shifts
"Jan 2, 2020",2020-01-02,"While Pfizer's consumer healthcare division wasn't that large, and it still will retain a 32% stake in the new joint venture, it will mean the loss of some well-known ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2020/01/02/better-buy-abbott-laboratories-vs-pfizer.aspx,Motley Fool,Better Buy: Abbott Laboratories vs. Pfizer
"Jan 28, 2020",2020-01-28,"Pfizer (ticker: PFE) reported earnings per share for the fourth quarter of 2019 of $0.55, short of the $0.58 expected by Wall Street analysts, according to FactSet.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.barrons.com/articles/pfizer-stock-drops-as-earnings-miss-expectations-51580218899,Barron's,Pfizer Stock Drops as Earnings Miss Expectations
"Jan 13, 2020",2020-01-13,"Under the terms of this agreement, Genome & Company will be the sponsor of the study, and Merck KGaA, Darmstadt, Germany and Pfizer will supply avelumab ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.prnewswire.com/news-releases/genome--company-announces-a-clinical-trial-collaboration-and-supply-agreement-with-merck-kgaa-darmstadt-germany-and-pfizer-300985435.html,PRNewswire,Genome & Company announces a clinical trial collaboration ...
"Jan 15, 2020",2020-01-15,"The newly spun-off company will be merged with Mylan (NASDAQ:MYL), a generic drug company. The move will take Pfizer's highly successful branded drugs like ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://investorplace.com/2020/01/pfizer-stock-offers-good-value-investors/,Investorplace.com,Pfizer Stock Offers Good Value to Patient Investors
"Jan 28, 2020",2020-01-28,Dow component Pfizer Inc. (PFE) sold off more than 1% in Tuesday's pre-market after beating Q4 2019 profit estimates by a penny and reporting in line revenues ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.investopedia.com/pfizer-stock-could-test-2019-low-4783282,Investopedia,Pfizer Stock Could Test 2019 Low
"Jan 9, 2020",2020-01-09,"Confronting generic pricing pressure that put a hard cap on profits, Pfizer's Upjohn spinoff deal with Mylan allowed both companies to reinvent themselves in the ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/pharma/pfizer-may-look-messy-post-upjohn-spinoff-but-better-days-could-be-ahead-analyst,FiercePharma,"Pfizer may look messy post-Upjohn spinoff, but better days ..."
"Jan 24, 2020",2020-01-24,Ro's men's health arm Roman and Pfizer subsidiary Greenstone have struck a deal that will allow the digital health firm to source all of the generic Viagra (or ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://fortune.com/2020/01/24/ro-pfizer-ed-viagra-partnership-telehealth-startup/,Fortune,Telehealth startup Ro partners with Pfizer to give its ED business a boost
"Jan 23, 2020",2020-01-23,"Despite positive signs that Pfizer's Mylan-partnered spinoff of generics business Upjohn could be a win for all parties, uncertainty has clouded the new ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/pharma/pfizer-s-upjohn-strikes-deal-to-sell-generic-viagra-telehealth-provider-roman,FiercePharma,Pfizer's Upjohn strikes generic Viagra deal with telehealth ...
"Jan 6, 2020",2020-01-06,"Pfizer announced Monday that its bevacizumab biosimilar, Zirabev, has launched and will be available next week. Zirabev, which references Avastin, will be ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.centerforbiosimilars.com/view/pfizer-launches-bevacizumab-biosimilar-zirabev-in-the-united-states,The Center for Biosimilars,"Pfizer Launches Bevacizumab Biosimilar, Zirabev, in the ..."
"Jan 10, 2020",2020-01-10,"But I'm still upbeat when it comes to Pfizer's future earnings potential, especially given its development pipeline and storied history of blockbuster products. As far ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2020/01/10/why-pfizer-is-my-drug-stock-of-choice.aspx,Motley Fool,Why Pfizer Is My Drug Stock of Choice
"Jan 13, 2020",2020-01-13,"NEW YORK: Edelman has named Pfizer's Kirsty Graham as CEO of its global public affairs practice, a newly created role leading what Richard Edelman called ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.prweek.com/article/1670529/pfizers-kirsty-graham-named-ceo-edelman-public-affairs,PRWeek,Pfizer's Kirsty Graham named CEO of Edelman Public Affairs
"Jan 31, 2020",2020-01-31,"Despite a poorly received fourth-quarter earnings report, Pfizer's the industry's best dividend-paying stock. Cory Renauer. (TMFang4apples). Jan 31, 2020 at 8: ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2020/01/31/5-reasons-pfizer-is-big-pharmas-top-dividend-stock.aspx,Motley Fool,5 Reasons Pfizer Is Big Pharma's Top Dividend Stock to Buy Right Now
"Jan 28, 2020",2020-01-28,"Stocks making the biggest moves premarket: 3M, Pfizer, Harley-Davidson, Caterpillar & more. Published Tue, Jan 28 20207:46 AM EST Updated Tue, Jan 28 2020 ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.cnbc.com/2020/01/28/stocks-making-the-biggest-moves-premarket-3m-pfizer-harley-davidson-caterpillar-more.html,CNBC,"Stocks making the biggest moves premarket: 3M, Pfizer, Harley-Davidson, Caterpillar & more"
"Jan 2, 2020",2020-01-02,"It may be a new year, but an old tradition is playing out in the pharma worldâ€”the price-hiking tradition, that is. Bristol-Myers Squibb, Pfizer, Gilead Sciences and ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/pharma/pfizer-bms-gilead-abbvie-and-others-raise-prices-hundreds-medicines-to-ring-2020,FiercePharma,"Pfizer, BMS, Gilead, AbbVie and others hike prices on ..."
"Jan 31, 2020",2020-01-31,"Assuming the European Commission follows the recommendation of its scientific committee, this will be the fifth oncology biosimilar from Pfizer approved in ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2020/01/31/pfizers-biosimilar-drug-ruxience-gets-eu-regulator.aspx,Motley Fool,Pfizer's Biosimilar Ruxience Gets EU Regulatory Backing
"Jan 5, 2020",2020-01-05,"After the Upjohn-Mylan deal is completed, Pfizer's dividend will likely shrink, but its shareholders will have received shares in Viatris, which will also pay a dividend ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.dallasnews.com/business/personal-finance/2020/01/05/motley-fool-how-to-combat-inflation-and-pfizers-merger-plus-this-weeks-trivia/,The Dallas Morning News,"Motley Fool: How to combat inflation and Pfizer’s merger, plus this week’s trivia"
"Jan 27, 2020",2020-01-27,"As Pfizer's first CoE site, the University of Louisville will initially conduct two separate, large population-based epidemiological studies in adults: a one-year study of ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.contractpharma.com/contents/view_breaking-news/2020-01-27/pfizer-vaccines-launches-coe-network/,Contract Pharma,Pfizer Vaccines Launches CoE Network
"Jan 31, 2020",2020-01-31,"In 2017, Pfizer's solution—a new mini-dystrophin gene therapy drug (PF-06939926)—was granted Orphan Drug and Pediatric Rare Disease Designations by the ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.contractpharma.com/contents/view_breaking-news/2020-01-31/almac-pfizer-celebrate-success-of-gene-therapy-trial/,Contract Pharma,"Almac, Pfizer Report Success Of Gene Therapy Trial"
"Jan 28, 2020",2020-01-28,"Pfizer's revenue in the fourth quarter fell by 9% year over year to $12.7 billion. There was one major culprit behind the decline: Sales for Lyrica plunged 67%, from ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fool.com/investing/2020/01/28/the-3-most-important-things-to-know-about-pfizers.aspx,Motley Fool,The 3 Most Important Things to Know About Pfizer's Q4 Earnings Results
"Jan 28, 2020",2020-01-28,"Pfizer's selling Tuesday actually takes shares right to trendline support, the price level that's acted as a sort of backstop for shares over the course of the last four ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.thestreet.com/investing/pfizer-is-a-buying-opportunity-after-earnings-whiff,TheStreet,Pfizer Is a Buying Opportunity After Earnings Whiff
"Jan 28, 2020",2020-01-28,"Sales in its Upjohn unit, which includes Lyrica and anti-impotence pill Viagra, declined 32 percent to $2.16 billion for the quarter. Pfizer's Upjohn business is ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.foxbusiness.com/markets/pfizer-sales-fall-on-loss-of-drug-exclusivity,Fox Business,Pfizer sales fall on loss of drug exclusivity
"Jan 15, 2020",2020-01-15,"Shares of UnitedHealth and Pfizer are posting positive growth Wednesday morning, propelling the Dow Jones Industrial Average into positive territory. Shares of ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.marketwatch.com/story/dows-75-point-climb-led-by-gains-in-unitedhealth-pfizer-stocks-2020-01-15,MarketWatch,"Dow's 75-point climb led by gains in UnitedHealth, Pfizer stocks"
"Jan 28, 2020",2020-01-28,Pfizer Inc. (NYSE: PFE) topped revenue expectations for the fourth quarter of 2019 while earnings missed the mark. Shares fell 1.6% in premarket hours on ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://news.alphastreet.com/pfizer-reports-9-revenue-decline-in-q4/,AlphaStreet,Pfizer Inc. Q4 2019 Earnings Report
"Jan 3, 2020",2020-01-03,"Pfizer's metamorphosis could result in multiple expansion, sending shares higher. By Thomas Niel Jan 3, 2020, 1:38 pm EST ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://investorplace.com/2020/01/after-lackluster-2019-pfizer-stock-could-rebound-in-2020/,Investorplace.com,"After Lackluster 2019, Pfizer Stock Could Rebound in 2020"
"Jan 15, 2020",2020-01-15,Pfizer chief executive officer Albert Bourla discussed the time frame for the IPO at the J.P. Morgan Healthcare Conference in San Francisco on Tuesday. The plan ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.livemint.com/companies/news/pfizer-eyes-share-sale-of-glaxo-jv-in-3-4-years-11579112528757.html,Livemint,Pfizer eyes share sale of Glaxo JV in 3-4 years
"Jan 28, 2020",2020-01-28,"Pharmaceutical giant Pfizer (NYSE: PFE) announced fourth quarter results that missed expectations. Revenue came in at $12.69 billion, a bit shy of the ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://grizzle.com/pfizer-pfe-2019-q4-earnings/,Grizzle,Pfizer (PFE) Misses Q4 Earnings Estimates
"Jan 7, 2020",2020-01-07,Pfizer and German Merck can breathe a sigh of relief after a phase 3 trial confirmed that their immunotherapy Bavencio produces a survival benefit in bladder ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://pharmaphorum.com/news/pfizer-merck-kgaas/,pharmaphorum,Pfizer/Merck KGaA's Bavencio set for bladder cancer ...
"Jan 28, 2020",2020-01-28,"Pfizer Inc. says its future looks good, but investors are registering their concern about the present. Shares of the New York drugmaker declined Tuesday by the ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.bloomberg.com/news/articles/2020-01-28/pfizer-s-improved-2020-outlook-overshadowed-by-declining-sales,Bloomberg,Pfizer Drops by Most Since July as Sales of Key Drugs Disappoint
"Jan 24, 2020",2020-01-24,"Pfizer Inc. (NYSE: PFE) is scheduled to report fourth quarter 2019 earnings results on Tuesday, January 28, before the market opens. Both revenue and ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://news.alphastreet.com/key-factors-to-note-when-pfizer-pfe-reports-q4-earnings-results/,AlphaStreet,Key factors to note when Pfizer (PFE) reports Q4 earnings ...
"Jan 28, 2020",2020-01-28,Financial guidance for Adjusted diluted EPS(3) assumes no share repurchases in 2020. A reconciliation of Pfizer's full-year 2019 revenues to 2019 revenues ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.businesswire.com/news/home/20200128005272/en/PFIZER-REPORTS-FOURTH-QUARTER-AND-FULL-YEAR-2019-RESULTS,,PFIZER REPORTS FOURTH-QUARTER AND FULL-YEAR ...
"Jan 16, 2020",2020-01-16,Pfizer has entered into a research collaboration with Insilico Medicine. The partners will use Insilico's technology to identify real-world evidence for drug targets ...,"data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercebiotech.com/biotech/pfizer-teams-up-insilico-to-mine-data-for-drug-targets,FierceBiotech,Pfizer teams up with Insilico to mine data for drug targets
"Jan 16, 2020",2020-01-16,"Today, the Bill & Melinda Gates Foundation and five pharmaceutical companies—Novartis, Johnson & Johnson, Lilly, Pfizer and GSK—together announced an ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.triplepundit.com/story/2020/5-pharmaceutical-giants-gates-foundation-expand-healthcare-access-17-million-africa/86231,Triple Pundit,"5 Pharmaceutical Giants, Gates Foundation Expand ..."
"Jan 6, 2020",2020-01-06,"Sangamo has now transferred the investigational new drug application (IND) for SB-525 ahead of schedule to Pfizer, which will lead its clinical development.","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://hemophilianewstoday.com/2020/01/06/pfizer-advancing-hemophilia-a-gene-therapy-sb-525-into-phase-3-trials/,Hemophilia News Today,Pfizer Advancing Hemophilia A Gene Therapy SB-525 into ...
"Jan 3, 2020",2020-01-03,"GlaxoSmithKline has awarded Publicis Media and its bespoke platformGSK more business, adding the former Pfizer Consumer Healthcare brands to its portfolio ...","data:image/gif;base64,R0lGODlhAQABAIAAAP///////yH5BAEKAAEALAAAAAABAAEAAAICTAEAOw==",https://www.fiercepharma.com/marketing/glaxosmithkline-consolidates-pfizer-consumer-brands-planning-and-buying-publicis-media,FiercePharma,GlaxoSmithKline consolidates Pfizer consumer brands under ...
